"","Negative","No Change","Positive","Node","Region","Experiment","Climate scenario","permID","stepID","edgeAdded"
"46",84.7,0,15.3,"Survival","Low-lat shelf","Future climate","B.2",4,1,"Autumn primary production -> Marine snow"
"47",60.04,0,39.96,"Growth","Low-lat shelf","Future climate","B.2",4,2,"Autumn primary production -> Sea-ice algae"
"48",85.22,0,14.78,"Survival","Low-lat shelf","Future climate","B.2",4,2,"Autumn primary production -> Sea-ice algae"
"49",60.68,0,39.32,"Growth","Low-lat shelf","Future climate","B.2",4,3,"Small copepods -> POM"
"50",86.86,0,13.14,"Survival","Low-lat shelf","Future climate","B.2",4,3,"Small copepods -> POM"
"51",58.28,0,41.72,"Growth","Low-lat shelf","Future climate","B.2",4,4,"Glacial melt -> Nutrients"
"52",86.34,0,13.66,"Survival","Low-lat shelf","Future climate","B.2",4,4,"Glacial melt -> Nutrients"
"53",57.06,0,42.94,"Growth","Low-lat shelf","Future climate","B.2",4,5,"Ice terraces -* Predation risk"
"54",84.94,0,15.06,"Survival","Low-lat shelf","Future climate","B.2",4,5,"Ice terraces -* Predation risk"
"55",76.4,0,23.6,"Growth","Low-lat shelf","Future climate","B.2",4,6,"POM -* Small copepods"
"56",90.34,0,9.66,"Survival","Low-lat shelf","Future climate","B.2",4,6,"POM -* Small copepods"
"57",60.88,0,39.12,"Growth","Low-lat shelf","Future climate","B.2",5,0,"Certain"
"58",86.5,0,13.5,"Survival","Low-lat shelf","Future climate","B.2",5,0,"Certain"
"59",58.98,0,41.02,"Growth","Low-lat shelf","Future climate","B.2",5,1,"Autumn primary production -> Marine snow"
"60",84.68,0,15.32,"Survival","Low-lat shelf","Future climate","B.2",5,1,"Autumn primary production -> Marine snow"
"61",58.62,0,41.38,"Growth","Low-lat shelf","Future climate","B.2",5,2,"Small copepods -> POM"
"62",86.14,0,13.86,"Survival","Low-lat shelf","Future climate","B.2",5,2,"Small copepods -> POM"
"63",60.24,0,39.76,"Growth","Low-lat shelf","Future climate","B.2",5,3,"Autumn primary production -> Sea-ice algae"
"64",87.58,0,12.42,"Survival","Low-lat shelf","Future climate","B.2",5,3,"Autumn primary production -> Sea-ice algae"
"65",58.02,0.02,41.96,"Growth","Low-lat shelf","Future climate","B.2",5,4,"Glacial melt -> Nutrients"
"66",86.06,0,13.94,"Survival","Low-lat shelf","Future climate","B.2",5,4,"Glacial melt -> Nutrients"
"67",58.24,0,41.76,"Growth","Low-lat shelf","Future climate","B.2",5,5,"Ice terraces -* Predation risk"
"68",85.26,0,14.74,"Survival","Low-lat shelf","Future climate","B.2",5,5,"Ice terraces -* Predation risk"
"69",77.34,0,22.66,"Growth","Low-lat shelf","Future climate","B.2",5,6,"POM -* Small copepods"
"70",90.28,0,9.72,"Survival","Low-lat shelf","Future climate","B.2",5,6,"POM -* Small copepods"
"71",60.18,0,39.82,"Growth","Low-lat shelf","Future climate","B.2",6,0,"Certain"
"72",85.56,0,14.44,"Survival","Low-lat shelf","Future climate","B.2",6,0,"Certain"
"73",60.68,0.02,39.3,"Growth","Low-lat shelf","Future climate","B.2",6,1,"Small copepods -> POM"
"74",87.76,0,12.24,"Survival","Low-lat shelf","Future climate","B.2",6,1,"Small copepods -> POM"
"75",60.4,0,39.6,"Growth","Low-lat shelf","Future climate","B.2",6,2,"Autumn primary production -> Marine snow"
"76",86.8,0,13.2,"Survival","Low-lat shelf","Future climate","B.2",6,2,"Autumn primary production -> Marine snow"
"77",60.22,0,39.78,"Growth","Low-lat shelf","Future climate","B.2",6,3,"Autumn primary production -> Sea-ice algae"
"78",86.54,0,13.46,"Survival","Low-lat shelf","Future climate","B.2",6,3,"Autumn primary production -> Sea-ice algae"
"79",57.54,0,42.46,"Growth","Low-lat shelf","Future climate","B.2",6,4,"Glacial melt -> Nutrients"
"80",85.7,0,14.3,"Survival","Low-lat shelf","Future climate","B.2",6,4,"Glacial melt -> Nutrients"
"81",59.64,0,40.36,"Growth","Low-lat shelf","Future climate","B.2",6,5,"Ice terraces -* Predation risk"
"82",85.28,0,14.72,"Survival","Low-lat shelf","Future climate","B.2",6,5,"Ice terraces -* Predation risk"
"83",75.62,0,24.38,"Growth","Low-lat shelf","Future climate","B.2",6,6,"POM -* Small copepods"
"84",89.46,0,10.54,"Survival","Low-lat shelf","Future climate","B.2",6,6,"POM -* Small copepods"
"85",59.24,0,40.76,"Growth","Low-lat shelf","Future climate","B.2",7,0,"Certain"
"86",85.56,0,14.44,"Survival","Low-lat shelf","Future climate","B.2",7,0,"Certain"
"87",60.46,0,39.54,"Growth","Low-lat shelf","Future climate","B.2",7,1,"Small copepods -> POM"
"88",87.24,0,12.76,"Survival","Low-lat shelf","Future climate","B.2",7,1,"Small copepods -> POM"
"89",60.42,0,39.58,"Growth","Low-lat shelf","Future climate","B.2",7,2,"Autumn primary production -> Marine snow"
"90",86.68,0,13.32,"Survival","Low-lat shelf","Future climate","B.2",7,2,"Autumn primary production -> Marine snow"
"91",59.46,0,40.54,"Growth","Low-lat shelf","Future climate","B.2",7,3,"Autumn primary production -> Sea-ice algae"
"92",86.48,0,13.52,"Survival","Low-lat shelf","Future climate","B.2",7,3,"Autumn primary production -> Sea-ice algae"
"93",59.2,0,40.8,"Growth","Low-lat shelf","Future climate","B.2",7,4,"Glacial melt -> Nutrients"
"94",86.44,0,13.56,"Survival","Low-lat shelf","Future climate","B.2",7,4,"Glacial melt -> Nutrients"
"95",77.08,0,22.92,"Growth","Low-lat shelf","Future climate","B.2",7,5,"POM -* Small copepods"
"96",89.6,0,10.4,"Survival","Low-lat shelf","Future climate","B.2",7,5,"POM -* Small copepods"
"97",76.22,0,23.78,"Growth","Low-lat shelf","Future climate","B.2",7,6,"Ice terraces -* Predation risk"
"98",89.3,0,10.7,"Survival","Low-lat shelf","Future climate","B.2",7,6,"Ice terraces -* Predation risk"
"99",60.1,0,39.9,"Growth","Low-lat shelf","Future climate","B.2",8,0,"Certain"
"100",86.16,0,13.84,"Survival","Low-lat shelf","Future climate","B.2",8,0,"Certain"
"101",59.7,0,40.3,"Growth","Low-lat shelf","Future climate","B.2",8,1,"Autumn primary production -> Marine snow"
"102",84.66,0,15.34,"Survival","Low-lat shelf","Future climate","B.2",8,1,"Autumn primary production -> Marine snow"
"103",59.34,0,40.66,"Growth","Low-lat shelf","Future climate","B.2",8,2,"Small copepods -> POM"
"104",86.68,0,13.32,"Survival","Low-lat shelf","Future climate","B.2",8,2,"Small copepods -> POM"
"105",59.64,0,40.36,"Growth","Low-lat shelf","Future climate","B.2",8,3,"Autumn primary production -> Sea-ice algae"
"106",87.06,0,12.94,"Survival","Low-lat shelf","Future climate","B.2",8,3,"Autumn primary production -> Sea-ice algae"
"107",57.68,0,42.32,"Growth","Low-lat shelf","Future climate","B.2",8,4,"Glacial melt -> Nutrients"
"108",86.32,0,13.68,"Survival","Low-lat shelf","Future climate","B.2",8,4,"Glacial melt -> Nutrients"
"109",76.14,0,23.86,"Growth","Low-lat shelf","Future climate","B.2",8,5,"POM -* Small copepods"
"110",89.32,0,10.68,"Survival","Low-lat shelf","Future climate","B.2",8,5,"POM -* Small copepods"
"111",76.56,0,23.44,"Growth","Low-lat shelf","Future climate","B.2",8,6,"Ice terraces -* Predation risk"
"112",90.02,0,9.98,"Survival","Low-lat shelf","Future climate","B.2",8,6,"Ice terraces -* Predation risk"
"113",59.82,0,40.18,"Growth","Low-lat shelf","Future climate","B.2",9,0,"Certain"
"114",85.1,0,14.9,"Survival","Low-lat shelf","Future climate","B.2",9,0,"Certain"
"115",59.82,0,40.18,"Growth","Low-lat shelf","Future climate","B.2",9,1,"Autumn primary production -> Marine snow"
"116",84.34,0,15.66,"Survival","Low-lat shelf","Future climate","B.2",9,1,"Autumn primary production -> Marine snow"
"117",59.3,0,40.7,"Growth","Low-lat shelf","Future climate","B.2",9,2,"Autumn primary production -> Sea-ice algae"
"118",84.48,0,15.52,"Survival","Low-lat shelf","Future climate","B.2",9,2,"Autumn primary production -> Sea-ice algae"
"119",60.58,0,39.42,"Growth","Low-lat shelf","Future climate","B.2",9,3,"Small copepods -> POM"
"120",87.4,0,12.6,"Survival","Low-lat shelf","Future climate","B.2",9,3,"Small copepods -> POM"
"121",58.68,0,41.32,"Growth","Low-lat shelf","Future climate","B.2",9,4,"Glacial melt -> Nutrients"
"122",86.26,0,13.74,"Survival","Low-lat shelf","Future climate","B.2",9,4,"Glacial melt -> Nutrients"
"123",77.02,0,22.98,"Growth","Low-lat shelf","Future climate","B.2",9,5,"POM -* Small copepods"
"124",89.58,0,10.42,"Survival","Low-lat shelf","Future climate","B.2",9,5,"POM -* Small copepods"
"125",76.88,0,23.12,"Growth","Low-lat shelf","Future climate","B.2",9,6,"Ice terraces -* Predation risk"
"126",89.9,0,10.1,"Survival","Low-lat shelf","Future climate","B.2",9,6,"Ice terraces -* Predation risk"
"127",59.96,0,40.04,"Growth","Low-lat shelf","Future climate","B.2",10,0,"Certain"
"128",86.38,0,13.62,"Survival","Low-lat shelf","Future climate","B.2",10,0,"Certain"
"129",59.24,0,40.76,"Growth","Low-lat shelf","Future climate","B.2",10,1,"Autumn primary production -> Marine snow"
"130",84.88,0,15.12,"Survival","Low-lat shelf","Future climate","B.2",10,1,"Autumn primary production -> Marine snow"
"131",59.26,0,40.74,"Growth","Low-lat shelf","Future climate","B.2",10,2,"Autumn primary production -> Sea-ice algae"
"132",85.44,0,14.56,"Survival","Low-lat shelf","Future climate","B.2",10,2,"Autumn primary production -> Sea-ice algae"
"133",58.74,0,41.26,"Growth","Low-lat shelf","Future climate","B.2",10,3,"Glacial melt -> Nutrients"
"134",84.9,0,15.1,"Survival","Low-lat shelf","Future climate","B.2",10,3,"Glacial melt -> Nutrients"
"135",58.74,0.02,41.24,"Growth","Low-lat shelf","Future climate","B.2",10,4,"Small copepods -> POM"
"136",85.3,0,14.7,"Survival","Low-lat shelf","Future climate","B.2",10,4,"Small copepods -> POM"
"137",76.08,0,23.92,"Growth","Low-lat shelf","Future climate","B.2",10,5,"POM -* Small copepods"
"138",89.64,0,10.36,"Survival","Low-lat shelf","Future climate","B.2",10,5,"POM -* Small copepods"
"139",76.3,0,23.7,"Growth","Low-lat shelf","Future climate","B.2",10,6,"Ice terraces -* Predation risk"
"140",90.02,0,9.98,"Survival","Low-lat shelf","Future climate","B.2",10,6,"Ice terraces -* Predation risk"
"141",60.56,0,39.44,"Growth","Low-lat shelf","Future climate","B.2",11,0,"Certain"
"142",86.14,0,13.86,"Survival","Low-lat shelf","Future climate","B.2",11,0,"Certain"
"143",61.06,0,38.94,"Growth","Low-lat shelf","Future climate","B.2",11,1,"Autumn primary production -> Marine snow"
"144",86.28,0,13.72,"Survival","Low-lat shelf","Future climate","B.2",11,1,"Autumn primary production -> Marine snow"
"145",60.2,0,39.8,"Growth","Low-lat shelf","Future climate","B.2",11,2,"Autumn primary production -> Sea-ice algae"
"146",85.24,0,14.76,"Survival","Low-lat shelf","Future climate","B.2",11,2,"Autumn primary production -> Sea-ice algae"
"147",58.76,0,41.24,"Growth","Low-lat shelf","Future climate","B.2",11,3,"Glacial melt -> Nutrients"
"148",84.1,0,15.9,"Survival","Low-lat shelf","Future climate","B.2",11,3,"Glacial melt -> Nutrients"
"149",71.54,0,28.46,"Growth","Low-lat shelf","Future climate","B.2",11,4,"POM -* Small copepods"
"150",86.98,0,13.02,"Survival","Low-lat shelf","Future climate","B.2",11,4,"POM -* Small copepods"
"151",75.76,0,24.24,"Growth","Low-lat shelf","Future climate","B.2",11,5,"Small copepods -> POM"
"152",89.58,0,10.42,"Survival","Low-lat shelf","Future climate","B.2",11,5,"Small copepods -> POM"
"153",76.66,0,23.34,"Growth","Low-lat shelf","Future climate","B.2",11,6,"Ice terraces -* Predation risk"
"154",89.62,0,10.38,"Survival","Low-lat shelf","Future climate","B.2",11,6,"Ice terraces -* Predation risk"
"155",60.3,0,39.7,"Growth","Low-lat shelf","Future climate","B.2",12,0,"Certain"
"156",85.72,0,14.28,"Survival","Low-lat shelf","Future climate","B.2",12,0,"Certain"
"157",59.24,0,40.76,"Growth","Low-lat shelf","Future climate","B.2",12,1,"Autumn primary production -> Marine snow"
"158",84.6,0.02,15.38,"Survival","Low-lat shelf","Future climate","B.2",12,1,"Autumn primary production -> Marine snow"
"159",59.08,0,40.92,"Growth","Low-lat shelf","Future climate","B.2",12,2,"Autumn primary production -> Sea-ice algae"
"160",84.82,0,15.18,"Survival","Low-lat shelf","Future climate","B.2",12,2,"Autumn primary production -> Sea-ice algae"
"161",60.08,0,39.92,"Growth","Low-lat shelf","Future climate","B.2",12,3,"Glacial melt -> Nutrients"
"162",84.6,0,15.4,"Survival","Low-lat shelf","Future climate","B.2",12,3,"Glacial melt -> Nutrients"
"163",71.8,0,28.2,"Growth","Low-lat shelf","Future climate","B.2",12,4,"POM -* Small copepods"
"164",88.6,0,11.4,"Survival","Low-lat shelf","Future climate","B.2",12,4,"POM -* Small copepods"
"165",71.02,0,28.98,"Growth","Low-lat shelf","Future climate","B.2",12,5,"Ice terraces -* Predation risk"
"166",87.74,0,12.26,"Survival","Low-lat shelf","Future climate","B.2",12,5,"Ice terraces -* Predation risk"
"167",76.4,0,23.6,"Growth","Low-lat shelf","Future climate","B.2",12,6,"Small copepods -> POM"
"168",89.82,0,10.18,"Survival","Low-lat shelf","Future climate","B.2",12,6,"Small copepods -> POM"
"169",58.82,0,41.18,"Growth","Low-lat shelf","Future climate","B.2",13,0,"Certain"
"170",85.52,0,14.48,"Survival","Low-lat shelf","Future climate","B.2",13,0,"Certain"
"171",60.9,0,39.1,"Growth","Low-lat shelf","Future climate","B.2",13,1,"Autumn primary production -> Marine snow"
"172",86.16,0,13.84,"Survival","Low-lat shelf","Future climate","B.2",13,1,"Autumn primary production -> Marine snow"
"173",59.82,0,40.18,"Growth","Low-lat shelf","Future climate","B.2",13,2,"Autumn primary production -> Sea-ice algae"
"174",84.78,0,15.22,"Survival","Low-lat shelf","Future climate","B.2",13,2,"Autumn primary production -> Sea-ice algae"
"175",73.84,0,26.16,"Growth","Low-lat shelf","Future climate","B.2",13,3,"POM -* Small copepods"
"176",88.72,0,11.28,"Survival","Low-lat shelf","Future climate","B.2",13,3,"POM -* Small copepods"
"177",72.42,0,27.58,"Growth","Low-lat shelf","Future climate","B.2",13,4,"Glacial melt -> Nutrients"
"178",88.2,0,11.8,"Survival","Low-lat shelf","Future climate","B.2",13,4,"Glacial melt -> Nutrients"
"179",71.68,0,28.32,"Growth","Low-lat shelf","Future climate","B.2",13,5,"Ice terraces -* Predation risk"
"180",87.56,0,12.44,"Survival","Low-lat shelf","Future climate","B.2",13,5,"Ice terraces -* Predation risk"
"181",75.72,0,24.28,"Growth","Low-lat shelf","Future climate","B.2",13,6,"Small copepods -> POM"
"182",89.22,0,10.78,"Survival","Low-lat shelf","Future climate","B.2",13,6,"Small copepods -> POM"
"183",59.08,0,40.92,"Growth","Low-lat shelf","Future climate","B.2",14,0,"Certain"
"184",85.24,0,14.76,"Survival","Low-lat shelf","Future climate","B.2",14,0,"Certain"
"185",60.44,0,39.56,"Growth","Low-lat shelf","Future climate","B.2",14,1,"Autumn primary production -> Marine snow"
"186",84.8,0,15.2,"Survival","Low-lat shelf","Future climate","B.2",14,1,"Autumn primary production -> Marine snow"
"187",61.44,0,38.56,"Growth","Low-lat shelf","Future climate","B.2",14,2,"Autumn primary production -> Sea-ice algae"
"188",85.56,0,14.44,"Survival","Low-lat shelf","Future climate","B.2",14,2,"Autumn primary production -> Sea-ice algae"
"189",72.32,0.02,27.66,"Growth","Low-lat shelf","Future climate","B.2",14,3,"POM -* Small copepods"
"190",88.2,0,11.8,"Survival","Low-lat shelf","Future climate","B.2",14,3,"POM -* Small copepods"
"191",71.54,0,28.46,"Growth","Low-lat shelf","Future climate","B.2",14,4,"Glacial melt -> Nutrients"
"192",87.72,0,12.28,"Survival","Low-lat shelf","Future climate","B.2",14,4,"Glacial melt -> Nutrients"
"193",76.88,0,23.12,"Growth","Low-lat shelf","Future climate","B.2",14,5,"Small copepods -> POM"
"194",89.76,0,10.24,"Survival","Low-lat shelf","Future climate","B.2",14,5,"Small copepods -> POM"
"195",76.96,0,23.04,"Growth","Low-lat shelf","Future climate","B.2",14,6,"Ice terraces -* Predation risk"
"196",90.08,0,9.92,"Survival","Low-lat shelf","Future climate","B.2",14,6,"Ice terraces -* Predation risk"
"197",59.8,0,40.2,"Growth","Low-lat shelf","Future climate","B.2",15,0,"Certain"
"198",85.8,0,14.2,"Survival","Low-lat shelf","Future climate","B.2",15,0,"Certain"
"199",59.02,0,40.98,"Growth","Low-lat shelf","Future climate","B.2",15,1,"Autumn primary production -> Marine snow"
"200",85.54,0,14.46,"Survival","Low-lat shelf","Future climate","B.2",15,1,"Autumn primary production -> Marine snow"
"201",59.32,0,40.68,"Growth","Low-lat shelf","Future climate","B.2",15,2,"Autumn primary production -> Sea-ice algae"
"202",85.7,0,14.3,"Survival","Low-lat shelf","Future climate","B.2",15,2,"Autumn primary production -> Sea-ice algae"
"203",72.94,0,27.06,"Growth","Low-lat shelf","Future climate","B.2",15,3,"POM -* Small copepods"
"204",88.64,0,11.36,"Survival","Low-lat shelf","Future climate","B.2",15,3,"POM -* Small copepods"
"205",76.86,0,23.14,"Growth","Low-lat shelf","Future climate","B.2",15,4,"Small copepods -> POM"
"206",89.96,0,10.04,"Survival","Low-lat shelf","Future climate","B.2",15,4,"Small copepods -> POM"
"207",76.72,0,23.28,"Growth","Low-lat shelf","Future climate","B.2",15,5,"Glacial melt -> Nutrients"
"208",89.74,0,10.26,"Survival","Low-lat shelf","Future climate","B.2",15,5,"Glacial melt -> Nutrients"
"209",76.38,0,23.62,"Growth","Low-lat shelf","Future climate","B.2",15,6,"Ice terraces -* Predation risk"
"210",89.22,0,10.78,"Survival","Low-lat shelf","Future climate","B.2",15,6,"Ice terraces -* Predation risk"
"211",59.74,0,40.26,"Growth","Low-lat shelf","Future climate","B.2",16,0,"Certain"
"212",86.92,0,13.08,"Survival","Low-lat shelf","Future climate","B.2",16,0,"Certain"
"213",59.52,0,40.48,"Growth","Low-lat shelf","Future climate","B.2",16,1,"Autumn primary production -> Marine snow"
"214",84.96,0,15.04,"Survival","Low-lat shelf","Future climate","B.2",16,1,"Autumn primary production -> Marine snow"
"215",60.8,0,39.2,"Growth","Low-lat shelf","Future climate","B.2",16,2,"Autumn primary production -> Sea-ice algae"
"216",85.32,0,14.68,"Survival","Low-lat shelf","Future climate","B.2",16,2,"Autumn primary production -> Sea-ice algae"
"217",59.8,0,40.2,"Growth","Low-lat shelf","Future climate","B.2",16,3,"Small copepods -> POM"
"218",86.3,0,13.7,"Survival","Low-lat shelf","Future climate","B.2",16,3,"Small copepods -> POM"
"219",76.72,0,23.28,"Growth","Low-lat shelf","Future climate","B.2",16,4,"POM -* Small copepods"
"220",89.7,0,10.3,"Survival","Low-lat shelf","Future climate","B.2",16,4,"POM -* Small copepods"
"221",76.88,0,23.12,"Growth","Low-lat shelf","Future climate","B.2",16,5,"Glacial melt -> Nutrients"
"222",89.9,0,10.1,"Survival","Low-lat shelf","Future climate","B.2",16,5,"Glacial melt -> Nutrients"
"223",77.26,0,22.74,"Growth","Low-lat shelf","Future climate","B.2",16,6,"Ice terraces -* Predation risk"
"224",89.94,0,10.06,"Survival","Low-lat shelf","Future climate","B.2",16,6,"Ice terraces -* Predation risk"
"225",59.68,0,40.32,"Growth","Low-lat shelf","Future climate","B.2",17,0,"Certain"
"226",85.36,0,14.64,"Survival","Low-lat shelf","Future climate","B.2",17,0,"Certain"
"227",60.44,0,39.56,"Growth","Low-lat shelf","Future climate","B.2",17,1,"Autumn primary production -> Marine snow"
"228",85.02,0,14.98,"Survival","Low-lat shelf","Future climate","B.2",17,1,"Autumn primary production -> Marine snow"
"229",60.12,0,39.88,"Growth","Low-lat shelf","Future climate","B.2",17,2,"Small copepods -> POM"
"230",86.46,0,13.54,"Survival","Low-lat shelf","Future climate","B.2",17,2,"Small copepods -> POM"
"231",59.94,0,40.06,"Growth","Low-lat shelf","Future climate","B.2",17,3,"Autumn primary production -> Sea-ice algae"
"232",86.68,0,13.32,"Survival","Low-lat shelf","Future climate","B.2",17,3,"Autumn primary production -> Sea-ice algae"
"233",76.54,0,23.46,"Growth","Low-lat shelf","Future climate","B.2",17,4,"POM -* Small copepods"
"234",90.96,0,9.04,"Survival","Low-lat shelf","Future climate","B.2",17,4,"POM -* Small copepods"
"235",75.98,0,24.02,"Growth","Low-lat shelf","Future climate","B.2",17,5,"Glacial melt -> Nutrients"
"236",89.22,0,10.78,"Survival","Low-lat shelf","Future climate","B.2",17,5,"Glacial melt -> Nutrients"
"237",76.94,0,23.06,"Growth","Low-lat shelf","Future climate","B.2",17,6,"Ice terraces -* Predation risk"
"238",90.04,0,9.96,"Survival","Low-lat shelf","Future climate","B.2",17,6,"Ice terraces -* Predation risk"
"239",61.08,0,38.92,"Growth","Low-lat shelf","Future climate","B.2",18,0,"Certain"
"240",86.74,0,13.26,"Survival","Low-lat shelf","Future climate","B.2",18,0,"Certain"
"241",59.9,0,40.1,"Growth","Low-lat shelf","Future climate","B.2",18,1,"Small copepods -> POM"
"242",87.16,0,12.84,"Survival","Low-lat shelf","Future climate","B.2",18,1,"Small copepods -> POM"
"243",61.24,0,38.76,"Growth","Low-lat shelf","Future climate","B.2",18,2,"Autumn primary production -> Marine snow"
"244",86.68,0,13.32,"Survival","Low-lat shelf","Future climate","B.2",18,2,"Autumn primary production -> Marine snow"
"245",60.22,0,39.78,"Growth","Low-lat shelf","Future climate","B.2",18,3,"Autumn primary production -> Sea-ice algae"
"246",86.7,0,13.3,"Survival","Low-lat shelf","Future climate","B.2",18,3,"Autumn primary production -> Sea-ice algae"
"247",77.62,0,22.38,"Growth","Low-lat shelf","Future climate","B.2",18,4,"POM -* Small copepods"
"248",90.62,0,9.38,"Survival","Low-lat shelf","Future climate","B.2",18,4,"POM -* Small copepods"
"249",76.5,0,23.5,"Growth","Low-lat shelf","Future climate","B.2",18,5,"Glacial melt -> Nutrients"
"250",89.62,0,10.38,"Survival","Low-lat shelf","Future climate","B.2",18,5,"Glacial melt -> Nutrients"
"251",76.3,0,23.7,"Growth","Low-lat shelf","Future climate","B.2",18,6,"Ice terraces -* Predation risk"
"252",89.74,0,10.26,"Survival","Low-lat shelf","Future climate","B.2",18,6,"Ice terraces -* Predation risk"
"253",59.86,0,40.14,"Growth","Low-lat shelf","Future climate","B.2",19,0,"Certain"
"254",86.22,0,13.78,"Survival","Low-lat shelf","Future climate","B.2",19,0,"Certain"
"255",59.68,0.02,40.3,"Growth","Low-lat shelf","Future climate","B.2",19,1,"Small copepods -> POM"
"256",87.88,0,12.12,"Survival","Low-lat shelf","Future climate","B.2",19,1,"Small copepods -> POM"
